selection_order,cn_selection_rank,selection_score_sha256,mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,candidate_count,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,in_general_n1000
80,16,035566feb0f34ce425ea9c565aa76ed3a596f7d88455a18372759c9172119e87,SATRUC,2,Ir,6,58627d1ecedb167f61d772d577c94e39622671ebac064bfe9dab194346c6b52d,xyz/SATRUC.xyz,7b48d462b5563a81edf3b2298a8086c9ba591209cbe41b333905be451ddd7ab8,4,[2],[2],[2],True
81,17,035f01135e385b9c726ace899b2db45b06adafe0234cb47fc9a270d88e406581,XEYWII,1,Zn,6,94c84c7fc6578f1b2325d918974dc401f96a209c90f1d054f32c874a4f3f99c0,xyz/XEYWII.xyz,ca4f14794283e6271e46124fd2034110fe8117b1e07caa34b43d6859436f7298,4,"[2,2]","[2,2]",[],False
82,56,036993b27902f54c16bac1944a1f449604a17e347912b9d68decbdca6b014451,FAWSAX,1,Pd,4,4067709901c3c56fd2015dabf15d7c12794b876bdf960ee89b5e6c41bb93da57,xyz/FAWSAX.xyz,c46b65dce9431c328396593c896dbe7fa8f49a0d0db5e52865ca61ef949763ab,2,[2],[2],[],False
83,57,036d16716cf7d85224fb018464344073fdb56e653d713db92c71c6e89987475d,KEKTEZ,3,Pd,4,1fc535c71510ba4f7cf4415428fd38690be10ab7a69d5c0e74c908165571c684,xyz/KEKTEZ.xyz,50a84f12f43f406d6d69528c013187f247d748c4ca8fe487de4927820d0217cd,4,"[2,2]","[2,2]",[],False
84,58,0373276abe839c6157ac33d0c3a87f5c7e97fdb8c8e876c83d0e7ce06e0cd91b,DUPGEA,2,Pd,4,f4b87ff7ec399dc530a6be90331297940c51d0a9113e804207010cb7038e7625,xyz/DUPGEA.xyz,4116b04fb7134204de55ba04227552e0864362b3f86af631dfb5e70a6b6635ea,2,[2],[2],[],False
85,10,0377a69339bdf197b2dc9aba56cd7603ffb3928b3a924965ad649aae61af5f1f,JEYGEZ,0,Ir,5,44e93c1aeda6ce10296997ecac138a245a605e6d70dc57fe274f759a1d1d0ca5,xyz/JEYGEZ.xyz,98b7b255bc5419ce7afe1540b0635a139c41c67ea34724d623ae569e17bef2a7,6,[3],[3],[],True
86,59,03b2091ffe51d4776500516b49e90116f3f55cbbd44b49da2cc8351cbacfe35f,YABPAS,2,Pd,4,203220f3761208ebd5cd5b63f53132e03f6a2940b8c644a7f8097808706cc599,xyz/YABPAS.xyz,e3f51064e03bfa54bbf0808f852acd13149e249914fa4ee18087525aa76dce48,4,"[2,2]","[2,2]",[],True
87,11,03d59290905511c9810e8550d6c10a45ddd98afaacd402a7b69bf28ee5a3456a,DUZZIH,2,Zn,5,d46928916369c1d3e1ad559e5a39c4b7ed2ce1dd328293cc0bfb4fc637fdb6e9,xyz/DUZZIH.xyz,2b16ae01f519013a20223cfc1c92f37417a8acf45a6625c4fec73676e81ea4d6,4,"[2,2]","[2,2]",[],True
88,60,04093715b2765f46f15bd7e3eac355690de6cf886b45a13c6989ac3d7fcb76a2,TAYJIQ,0,Pt,4,f7beb96ee9dcca39fdf3dd78580702ceda672f001d558623dc1be9501deb37c9,xyz/TAYJIQ.xyz,9ca4f957ebdf7a25341877ab344b6f3eacefa220625cbc925692891565085142,2,[2],[2],[],False
89,61,040bdef25318be69176cc53a96f98ec4bbe44d0278702300dc5f9130f947255d,CEJGEF,2,Zn,4,2b28921d97c3e3a0a23da7cf07af3f0b726d66d4e698c183c3c45a635fcc8769,xyz/CEJGEF.xyz,25fe2385048ae80aab082baacce59462b7b6107a3d90faac30987d9a78e9936e,4,"[2,2]","[2,2]",[],False
90,62,0410a465c5adb8c4ec7784de16b35e341ecb096edd920b108a086bea9a82ad10,TIGXOY,3,Zn,4,3987f5bd943baf165693a52f560999870806fb42a15c012a5eeb608b41195cc7,xyz/TIGXOY.xyz,d5c85b9e197c8c0b0f2dcda94eb9e794351994655e58f96702202d2a936bf43d,4,"[2,2]","[2,2]",[],False
91,18,0426e6e6372b4968d8fa81610265c79aaf78812de7a70ec79a4f40e45679b9a7,NAGSIY,2,Zn,6,2aa1912b46fa472d57f05470c007d8a1cbde9189f42ce52f2bdc755ce8bef5b9,xyz/NAGSIY.xyz,ba7c92e2256f43db34aed324febf94fc9043c5db7d6a88476f88e55ac4ce9843,2,[2],[2],[],False
92,63,0433b6931cafbb20d922d2e17b6d0d60fe91d5ed07fc909e0b26ae89778df50f,BEFBEX,0,Pd,4,bab3ca799978dc2e464e80335a57ef71bac2d0cb73be72576b1f8a2741915263,xyz/BEFBEX.xyz,3ccb6a36eb71d7dd13a5c2710fab88b8e66d8a71f3a23db649b6dc5bc0107148,2,[2],[2],[],True
93,64,0433f280bb17dfb03445f7d6e41ff7801e011b534e3cf06784a46b4d766038c1,KUNJIM,2,Rh,4,8a8954881ce4d1467945878c831c0550cc656375a18fe7440e0740cb9aeb5f26,xyz/KUNJIM.xyz,4e0c97e84afb4e55145a63e406500e6e6cfcf1ed3b4180df57c9b385f933b792,24,[4],[4],[],True
94,65,04656fbbb336511036f663b62c49c89c72bd20b81b0ebc6b18d23f875eae75df,APIFAI,0,Pt,4,9c274c4ff6467508b7a17fd6f315dd1199e7a9c2c1665803427fb145e0e6799d,xyz/APIFAI.xyz,b4d9fb733e7a68ca57863eaed66f1571cdb8d71a733cf62f058dd75e2fd186e7,2,[2],[2],[],False
95,19,0479ce69d752cb7c844b16f3457f0c66849e5807e2010704845f769812d9e110,QOMBIF,0,Pt,6,0a7c8566fcf87ed730b9e8e90ed1fa50deff42d90345ad751258f93eb812ad5e,xyz/QOMBIF.xyz,cd1a6ef845160cab88124180d36ba7bd1fa92fcda91a112b46fbe6c8d83253de,12,"[3,2]","[3,2]",[],True
96,20,047eef638dd87be0fdf5fc5d9f4cd8534d5164bd82214c866aa2e31ec1f52a8c,MODXEL,4,Fe,6,cbba1b535c74ebff861184115ebbfa476cd65f875f55b0ee14c8af8c1212a0d3,xyz/MODXEL.xyz,d292f1b2320f90ed190499b8b45d489d554d8aecffc2d7d0092c18c28b86c308,6,[3],[3],[],False
97,66,0482fdcecc73c53cf050be814f732fc7f41f2614055f9c57fa933a78a5565aae,BELXEV,2,Pt,4,064803dcc274c7b65296501433120a25a405ee39393ff0eeced82e359f4c7151,xyz/BELXEV.xyz,4515b90d19878b5e18d519e11b83fcb1771c5d92e7b975cdff9d466e7ce566e7,2,[2],[2],[],False
98,67,0484d309a320f7503d36894acd0badb742bb5efad479034b6348458f3573dc3b,ZOFJEJ,2,Pt,4,aba02ec2f655a62e2fda6168d3e9c0602d62fbc28f73590183f1b40ac9893af6,xyz/ZOFJEJ.xyz,a70232048ac35ef479491e22089caedce8175f98eea6aa0962ff10f4d8b2cbbc,4,"[2,2]","[2,2]",[],False
99,68,048678cadb50e9a1125255f18094c3f95723750061be97afbeb6d53995cae70d,QEWDIG,1,Pt,4,6f6792e54bdfed40912b7706b6dd96893b1521e8fd7fbb41d332fdfa117988d1,xyz/QEWDIG.xyz,8f0fb71a344b6aad55f40328b06feacbf9aecc1f33eb28764de8dbb9447a971f,2,[],[],[2],False
100,69,04b1aa86d4f82af8e2fd39ba462d237f27fae4a7ed2db814cdc2b95b9cf1a039,FNCPPT,0,Pt,4,3864f52ef260bc9babf263067c57da24cca08f6e8c8714089cc0581725bf200a,xyz/FNCPPT.xyz,ae6d0ff574e652319c6b28001fa569e7d48e376f6c43e845af5fc83624afbe90,4,[2],[2],[2],False
101,21,04b8e925e2171a8dafc93516ed23e3ee6e14d055a4c0c18098e6c5b7886c4ab4,VEKJUT,2,Ir,6,3292683eefd092ca90b2be4941491630e4b4b20445ad13b6fa48cd2a6bc9fca3,xyz/VEKJUT.xyz,512129211a748b7f566e1697619c3c59253800f39284a5622ac48955786bc171,2,[2],[2],[],True
102,12,04ba4bef5e6d79cc4881182b750f5dda89ce9aa3f76b366ca575109ad06a3b8e,NEQFAQ,2,Ni,5,7eadff9a96e850e8ce8cc913d80e85c9b651b456dc814efed2222b95898d2b01,xyz/NEQFAQ.xyz,ad9795c08b0994bddb6d653f5131ccff6d7fb536b5098a24acb4b476f8eb7344,12,"[3,2]","[3,2]",[],True
103,70,04c225c526ec97bd4ee7c648c90edd0605b1374e8e57a6710328a5872bb242e1,SEKYUG,1,Pd,4,4381f95ec0c308821715eb925bc7b83bf52cef74dd12b903974d1abeecae6e40,xyz/SEKYUG.xyz,6b0c53f23cc4f2d0c5a2e17489b91c10696edb810c7e4d36bc2603b0bdd1b0d9,4,"[2,2]","[2,2]",[],False
104,71,04c999db63128ce7bfe074c9b0500d8ffd979baf1c1f41f88457732e66a41dae,IDARIQ,3,Zn,4,5803d9930e0788c36cb554ff7bbb4f4a78573439d0130ac087398da02adae0ee,xyz/IDARIQ.xyz,e49ca721bda7cd918e84e89ee9b7dfaeefff6d3c4681cecc4245b90eb0e6b929,2,[2],[2],[],False
105,72,04dcb1a42e4905bd88330feed7cc603ef3cd001956c832b5b32e4c4d9bedcb37,WINHUY,0,Ni,4,da33219db397c903c952f5f2ae3d5db235790a425ca785f246bd7ab4b5da3c02,xyz/WINHUY.xyz,9eda9cf8c4b437290a03e30f556d4681eae425ad22f588c99780afcc5dd673e6,2,[2],[2],[],False
106,73,04e3d0980b9021dc09649d332c439fe8ff4803a8efa8bf4d4a25f0893ad2753a,LUVVOP,0,Cu,4,2bc5343ba907643a16f9dc0ff2bd1d7e6df982e4b8e3a315cc700543e4990963,xyz/LUVVOP.xyz,34ab2a616aedca700443446f761b3195e2ac420223542d933ba7e546ea90b196,2,[],[],[2],False
107,74,04f6e130d1dfe7951d6faaf153b29315702e759eb99aea154ae9c69d63787430,CENQAN,4,Pt,4,1052c73599a0e70eff2f44902981ab2cc70154834a6778ce7c479d5f94c8a489,xyz/CENQAN.xyz,82f1384bdb119fadc9fd05ccbaac6d530fab7ae77ab6f11c869f3bca9bdbb73d,6,[3],[3],[],False
108,75,0500d74706b4abf78178a6396000236970bc04a5d91a2f1d7bd70e7d9a3d332c,RAXBOK,4,Ir,4,38a414854f4c705bdb3a78157f6c9417c4ad7d031cb21bd198903c744cf08d39,xyz/RAXBOK.xyz,ca0147a58d11d413b7af3885f4eb86cf659f443bcb53ff5a6a536fbe7d9a3cb3,2,[2],[2],[],True
109,22,05012bc27dd9ed48c6a1783eb166fe407605027739b9435306156ecea7f48476,POWXUU,1,Rh,6,f0bf6595a17312efdaeacfd6aaf76ada843d96a0287a51d00a1c6c5a98dfd43d,xyz/POWXUU.xyz,220475c92311098ec39c07623df5b1b6b9c574b4a51c0b19bb555c210373c288,4,"[2,2]","[2,2]",[],False
110,76,0503d4df142d6abc697bfa5c93df4583e555dd2cc11b5f5b6757cbe007ebcc0b,YATPEQ,0,Pd,4,e3fd5df7fa0cc648f9d9e66aa6c80def58a3ffe8b7f12cb323bcfeb20cc9c9c9,xyz/YATPEQ.xyz,63a8d352312312ed782ca037a5303b6aad80e04c8d6c04e4ba3a4efb99676c8b,2,[2],[2],[],True
111,77,050a7a3b6b0cda26e0e3ded4708751112532b9db1fdee166606922ba6829ee54,BAYSUR,3,Ag,4,ff5fd76e07c48841cab31cd011e2862b95caea95518a1e5736b77fbd7c46817f,xyz/BAYSUR.xyz,a6752d69b1db34e2bb9e04e9b88ac2417f998858c212ad293730b5bc30ab49f5,2,[],[],[2],False
112,78,0515f910e8b937d6d321057a514dfd90b4a5d853dc6ab0cffa7d02a3007bee45,HAKGUY,0,Pd,4,85081b614f4e3652c72d6273e3e084c2f52e8f471fcd4bcc9924affc126a3f3f,xyz/HAKGUY.xyz,964642649810ff779f59fd37320a68a94fe7a0c2f4d9e85e929b44ee81755d54,2,[2],[2],[],False
113,79,05395b768688c9c08f04bf6363689d078e5fef18a09ea4727f64041d73d3e722,JAXXEM,0,Ni,4,7ddf0c2bab5429b45a8e026b9faacea9b4da7384f72a66b73b215b2bad564dab,xyz/JAXXEM.xyz,b8b77b11e0c7409fabed4f8623ba790d0364a735f46e371c6fef511305f6137c,2,[2],[2],[],False
114,80,0554a17b7f6aa3abec0ae40996b9292f4625e2fe55fcd5ffab87ad36a136b3f1,CEXCOY,3,Cu,4,c62308e14f4e1369d86db5f55eb4972422ec95ee530d9017cb3364c21279b0b7,xyz/CEXCOY.xyz,61e0ad286160cb89e5b40c66f44d0b54efe148862696bce36c2794fcd2dd7170,24,[4],[4],[],False
115,23,056c5bb093d9b58d51c126976e60afa907ce73fac9a5728d011f817e22fe008d,YIGGAX,1,Rh,6,fa1f564667c122a25a1035e540a272608d9596ae44221ba6d05c44b2a8529f56,xyz/YIGGAX.xyz,34128dae3ef661a96e4e26cdaa8236a6f8ca40cbf694d711903c221e4f0c0353,36,"[3,3]","[3,3]",[],False
116,81,056e83095982c2143b387b319940d3eefe46bb0665e0082b0bdbbef982567e48,LATFAO,1,Cu,4,c806758ddec2bd4f575d6206986e277a8bb1e86c999c3485d81c4eff473f22db,xyz/LATFAO.xyz,acd265468224888fdc07a790dc473eb6b289375b2ca9fb09fc179e2800bc27f2,8,[2],[2],"[2,2]",False
117,24,0573656f89c3f1492a1867cfab83aee8992c39dcd0e91a203fc60019914088e0,JUDKUQ,4,Ir,6,bba3582c36b09665b82ead0c005759c0716d1a1716beaeefd5d1823fd262d13e,xyz/JUDKUQ.xyz,45c64c439c20092139119faf2d4064bfea045d3a9f7064aa155e7e13321fee14,2,[2],[2],[],False
118,82,057620d8a11f6642c572b10215ac3e77e7c1c563cc3ee432a21db88fa6cfe48b,GAPMOZ,0,Pd,4,2afadf6727ad48c5c4955fd667bc46a0ae55146007b35d387fc0f4a61bb11f9a,xyz/GAPMOZ.xyz,f6b0baded1bf497978336c78a952500c38c27ca5e01702184b0fbf6fdb694df4,2,[2],[2],[],False
119,83,057c48fb4c0cc4772310cfc8afb77a179d6f0be37bfac3dc076a179170503847,FAMDAZ,2,Pd,4,5d8130e72f1672e1f7b3d0a6ed913eb5c1b964e575994c03c5102c779302d850,xyz/FAMDAZ.xyz,d0abefb31c1780dc0b3d9cca28a4580321947dffad033dab21892577252d8783,2,[2],[2],[],True
120,25,0595ba36ffd5645e2eb3339d7a370d3c5d9dbf5b274f55b177f776035d3c415c,UGAVAB,3,Pt,6,cc5d1200ac18d7d20c05f330176fc133009c864012bcf9f2b1453561970e7c1f,xyz/UGAVAB.xyz,c3d288165551a68da17d7e8ba595ee89955e5c5c1ef0c50ff3718dc9453b1ba8,24,[4],[4],[],False
121,26,0597bb3b4a34ea9a2951b7a4d547728fd4cb86ad8afc72b422cf0142c21c6047,XETGIM,2,Pt,6,31e518746af39ddd70ec950e41b3987905369509fc124bdbf9b32f737fd992c4,xyz/XETGIM.xyz,c662c696f6e18f8888edc3fdeb4331671981ee7899a5dd854ab6767adeeafcd2,6,[3],[3],[],False
122,84,05d3861485498aafbd8173b63e88a897821779ca2146f908af16bdf8b5641d6d,HAFHEC,2,Cu,4,70a178d79864447247dc55adfce6ca1aa9fdca126d0bcc0a65e6f14a257c09da,xyz/HAFHEC.xyz,20b679489a4f642ee3396b74483b52d20c836c633269f76e4620027ea5b99ccc,2,[2],[2],[],False
123,85,05d756efe3766d1edb2535c652ce53d8d803626a34c5293b75026cc70baabaa7,RAHVON,3,Pd,4,70f9b7730db7a1389bdc2ffa4948477f61b984449082370e241d54bbe9269e8c,xyz/RAHVON.xyz,5001426a7baef01bcce0ad236a2b1c401575cf169e69e16a20344b9e9616fd38,4,"[2,2]","[2,2]",[],False
124,27,05df4fe5c884204415164510cd40fe9409231b18b9ecfb49f5fafe55dacf4478,QAVCAS,3,Pd,6,9d32c4f9d09d340b601ed7088d0e7fc6265e0701dace2c3911742ff6f962e690,xyz/QAVCAS.xyz,d414df42f26d33d20a260888c3b2cb4ce0da5de67795f668912f22a6d6921e35,4,"[2,2]","[2,2]",[],True
125,86,05eaa662198f01652e09e1afe5a4912168e3e66fcd4c41a209ad0515a0378df5,KOJZEQ,4,Pd,4,19776bcc2112d2996046a62373ba46c4baed47b8a967ee6b6e8b50dc9939b823,xyz/KOJZEQ.xyz,803346a9e5a1b4ec55fda9a926fd5f95c321c90923cb4b630e041512ab515c5a,4,"[2,2]","[2,2]",[],False
126,28,05fce365b2b2ea9fc3eb41ba80bd6070ba7fa7fedf79f8c2cd617372dfc4879a,EXAHER,0,Pt,6,b1908d128775fe23a24fcc6a45312523e0b98bc6c96fb5d9796a563a324377bf,xyz/EXAHER.xyz,f4d6f7b6096ab279da3508c917464a3f612d513c7b2a999200ba538a7a1628c6,120,[5],[5],[],True
127,29,060745db4fd498e009c4af72cfc7e6f4049d701ccd95e0d9f9c25bcba11886e5,JAFWIX,1,Rh,6,18bfc36c5f14677eb976b022d6f0e7441da22c6da423bc79cb1d8232a3229721,xyz/JAFWIX.xyz,cc91db51bfd9a55669615540a3ec95a823b5fe5c0a559b1f529d1c142668b866,12,"[3,2]","[3,2]",[],False
128,87,0611e17434dd87410940e78177496d08e201a61f4699f2b0d7b87d373b01e746,XOZBEW,1,Pt,4,b25c8be17e2d9ddb22c74e96fa7a63dafef6132692ab4896218146d708cfe319,xyz/XOZBEW.xyz,f6031782a41f8ec66a089d883f255f0cc140b5c7fb995fbb1844d55ba051047f,2,[2],[2],[],False
129,88,06184a66231505b2bb4c27f1a496e911cebdacdf3dfe5ca81a7cfe918accac64,LOFTIM,3,Pd,4,93ac57a34b4f0698b8812dca334f7762934978f09cc0b7437eb1e48f41ed5603,xyz/LOFTIM.xyz,c0858595e3bb7787eaab8c2f78aeae6da95bf26609341b2dbe12a317900b5289,4,"[2,2]","[2,2]",[],False
130,89,062120540d1b68eff8e6d4c19e391b22cce9bf741b2d41d65cfb87bb764dc3a3,OEPHNI,2,Ni,4,e02c471530b74471a4ec94f009de5dc30efc90ba67b0001ea9307b2dda218a8c,xyz/OEPHNI.xyz,e03b0982e50a4c9a51ff2c40d2cda8a7d59b4d4d853de2c25715a99b0c4bcd31,4,"[2,2]","[2,2]",[],False
131,90,064b1d096a050b2e0e9e1634697d7623449d2f117a09c10026cb4ba6d08c9d96,IGOJEU,3,Pt,4,368a8cf62c0d4d01264d25b241eea3eae945cc3d95d75ea630f120c2f64126b3,xyz/IGOJEU.xyz,a7550d0b4c9cc5d16d4a793baeba5e5e3565954c79658380847dcb2082ef4a7b,4,"[2,2]","[2,2]",[],False
132,91,066aca190f3d8d0602d5dab207d5e55f6f8a8eeaf4bd8b672d8e38c61cb723d4,LIDMIV,1,Pd,4,c8ca619b904efa4533313387776bf4ef2109f7162b4622d28980ecf8ea927dd8,xyz/LIDMIV.xyz,b85dc497728ce8d1f242fa3d60dd22547dd5430ac1170d01836eab99b89b1a79,2,[2],[2],[],False
133,30,066cb2b5020de630404a2b8bb91d479149c3fd0fe90dd7c08cec4d2f5e68f557,SIVRIB,1,Ir,6,894e29d1736686b21ea5dc3a9e4ed18801c0765b63e5a5a59706dad60d1716f5,xyz/SIVRIB.xyz,6bf756006e651478c77eec2c748796e050a70d1855d059da94a7ad4d090f72a4,4,"[2,2]","[2,2]",[],False
134,92,0676084aca812f802d36f5ade95c7a589c8f9f58bdc71305436f56843d98ebf6,AVUCAY,2,Pd,4,9b6f6712c42347e9680cb45d619050fcd2a77184c8890aad0d74cf718835cdbe,xyz/AVUCAY.xyz,c17e6f0712672a53801748e74b56164ea692b74466357e8dd4b1cb0c6e136924,4,[2],[2],[2],False
135,93,068a26235a8cf061805f406b672634f90e720af4e425d7055c1c75487aebb8e4,MOWWUS,2,Rh,4,53ec2f499493f691d6a12ff28f783d20295477f3f0fbee2adb6bf418278c526a,xyz/MOWWUS.xyz,ec28f68daad837c8dc3179e3ef4a370e1473a340f5ca5bf6c2cbb84108b0777a,2,[2],[2],[],False
136,13,068f9b31413fcf036d8c79e9754f6a52cca05eb7d30cfc4fa0cdd6b0d109ec50,NAPYOS,3,Ir,5,c9722ecf4c6e6e8893e8395207346da6d86a824fade19f3f4096561d6a25c231,xyz/NAPYOS.xyz,ebb37a8c824e4205e6086d14964e631ac31ea5e3fc6ae27e72da2ebab5c9f3a3,2,[2],[2],[],True
137,31,069e7b89b6da428847ca74b9bb394027ad2967f5769ca14c9edd2ed1b86390b7,QIYGUC,4,Zn,6,4ea42c4531223be1138e90525335601881ce2b33953cfc4aa7af6487c3d1b1f0,xyz/QIYGUC.xyz,886579be2ee0c081f55bb74d7e1025e7fa267e6c5a1bdc50b8a5e7e2ff63623a,2,[2],[2],[],False
138,32,06a59c4f2d5aab98e4d62d850fe9e7dcdd541930310098958e8acff6f17b70c4,IWOSOD,4,Ir,6,e73ecfef978f93794def709deab606ec9a046ddb6bfcbbfb2c15778cafc47a9a,xyz/IWOSOD.xyz,faf4f0b2cf220dd02685d9e59586756bf679de15d9b4a70155e1fc96d85567e2,2,[2],[2],[],True
139,94,06bbb366f584bed2ebecfb096c44350dc3224ce89d603ebb5f5e98742408938e,TIMXIA,4,Ni,4,6dbfb9f4eaaea216e9c613eda1f55cf4e2969405a3286c7783996ca620438481,xyz/TIMXIA.xyz,51830e6c07f6a40f0a1b9e4d22f1fcf3c98382d56f93a136f0e754837842fb7a,4,"[2,2]","[2,2]",[],False
140,95,06d87f629a9b236b6a4d3adb140b16d2d8fb4d19c82052f3a7477c0cb6d58cfd,XEVXEF,3,Cu,4,cd806f96e89897597817f1ccdf641b8480196c52f3086fe43dd35dbe2385e183,xyz/XEVXEF.xyz,01301851fe643cffa375379781285019b3a3eae60ced4a53373429c67ead3d7e,2,[2],[2],[],False
141,96,06da816d66bd9c11b0ae600a8e1534467f45b9b7e19daff30676e0e6ae5ccb6f,FELXUP,3,Ni,4,d10edac7860daf41d2589aae1f2974a3a74bb499f74fd8b04c2efd8ec4f69b75,xyz/FELXUP.xyz,b113b811f845fde017afd5aadf4c0939477cb21d100ad2eb1395c8bad023bdd2,2,[2],[2],[],False
142,33,06deaa1da12cf383bc0fe1255fb6eae0b56f19010eb4872a688104ca6a130128,ZAWVAU,2,Fe,6,ce3044119bf8457e9a1688b34bc73e6a9bb56969623a5219f3230daceea73f34,xyz/ZAWVAU.xyz,ea000ec06ed11e0d033488d52f54feb63171337c5d1c905cc6cbdfa14bfda4a5,24,[4],[4],[],False
143,97,06e30e2668e0bbfdeb1eb46d771608522b021441a840b85174885f037064bdd3,GADFUO,4,Zn,4,c9c26622cbfff72371d3ea53a62b4982d21fa156c9277243206e1014926ed8bf,xyz/GADFUO.xyz,c072ba57f4e6d24f9d87d05edef423f3e6bf8e6c175101e1400c422a52c694dd,2,[2],[2],[],False
144,98,06f5063c3d2b45e44f29aaecae83663bfe8e99493837d3696d48887f0ddccb86,DURQUF,4,Pt,4,6502ba49c5250c87192880de131ac04aef97dbf1697bc8506e22e6eb8ec3120f,xyz/DURQUF.xyz,35d1ddbcc88246f5dae936abd9a5118dc064502e76495d9651635a45d5f36c4a,4,"[2,2]","[2,2]",[],False
145,99,06fd60687f7cd54a77cdc3f68735abd09d02b6cb0f81a5559502eeba692177f2,HIZJUW,1,Pd,4,cf09a4aba4b3475a3829de53f26256c0e16ad12f90be0023f808308923d00fc3,xyz/HIZJUW.xyz,c00c53f8d1f396541800386a195d03033fc9da9dc392d0bdd2c17d855f3bedba,4,"[2,2]","[2,2]",[],True
146,100,0708ae6649632ee6328439bf4dc52b3e69b8992319aa098b20b28d2e1fec2700,DIXHOK,2,Ni,4,d50696e2c901b3460452cd72afbbd15dec63f44da65ad68464bba987fc48e0a8,xyz/DIXHOK.xyz,93ff616ab840fc604279d69628f47aa3c818c54d7280c5ec1ed84f908a5a002e,4,"[2,2]","[2,2]",[],False
147,101,0728a0378c45743b69e99b55370f40626084cac142d6aa40fd75f065e17ef7a4,ECEHUP,0,Pd,4,7fa49c9a302b9204c1607a6e6231a1ed3f082c0d44116b0bbf7e1f6933b1a3ea,xyz/ECEHUP.xyz,0b9df707072f2df3fd5932a1de80e9b77c62ed633a617834a41b819b7650a5fc,4,"[2,2]","[2,2]",[],True
148,102,0732a1fa8cb807102aa2147c7b1b3e9751c55109bf7aea4250802bc2fe7078b4,SEQRAH,0,Pt,4,ea07b26febb76e3fca029ff12096df7c009818e53f1df0e07dd6cfc095ffcb96,xyz/SEQRAH.xyz,636d4d946f95857a42ea3cdb7e4c19897597247044c7a5a76587973f3566d5d5,4,"[2,2]","[2,2]",[],False
149,103,073552096cc07313cbb62d76d88d9131947344a01b0207617f78d25d2d5957ff,VUJHOZ,4,Zn,4,06b29333c35ef7a22324da015199c9448c455dec65d2daa5c9037f6e0a232ea2,xyz/VUJHOZ.xyz,3479d2d66f186003a05ecfa6b943de3e4f1b344a70be1ce01ac47b78e71e9a45,2,[2],[2],[],False
150,104,0740b8da93b7022fc6ceb3c4dbea5b0fb625277f2b1ed4c5b2d5e5d6c010b2e1,SAVMAD,1,Ir,4,e6ddd6db057f60fbb010f56c1a94b37457ddde71132b90f6e97595918c5f1ee1,xyz/SAVMAD.xyz,1ecb54afe2d1a53627f4c9b1377dd2a4cbc874f62aeab040876f025d170fe3c3,2,[2],[2],[],False
151,14,07540b31d3928df66e3f735cd425cd39454a6361e48ecc8b4a22aee3a68f49d4,UGANOG,3,Zn,5,f59184508c1c6079e5c9a22f0d7ec43ea5c133a93ca69a1d1690c630f6b0a068,xyz/UGANOG.xyz,8c4c77a0f597f40dde035af66cd89eaf81793852d59935c780e10096be9cc420,4,[2],[2],[2],False
152,105,0761463d794c4ee620ba08aa85283741f9ceae47640f12ec23fab767d9718649,SIWXEC,2,Pt,4,f930b18d19021ee51eea07e48b5bced14947936603fb75f7360b67681ed4e77b,xyz/SIWXEC.xyz,65648c278c496ed4667c2ad858cf3eaac5a788e51a6cf9ecd1989b3b19c41227,4,"[2,2]","[2,2]",[],False
153,106,076de1bb6885777bd6b454efe153f93db4161ff765783f9faa674620707f50ba,ATUWAQ,2,Pd,4,8032733eebe0b821d8f38708c335f11a4e2cd70e479268b32a440a0a864d1772,xyz/ATUWAQ.xyz,2d16c6604d377ff4fe58a34ca809e3e2eebc038caba59cb3e29333f71d393860,4,[],[],"[2,2]",False
154,107,076f52b7f09c41e5f1e97728b0852ebb83dd6b7909bbcdeda201e8d9ab080a8b,MUCGAS,2,Pt,4,23aeeb9d2d9033a62aacdf72f918f5cede9d1c7de00a716b2247d7fb56f791fa,xyz/MUCGAS.xyz,f0fe2038b796e456fccb414cc7a4398dc9aa93c9cfc71aace4b83ad061babf4c,2,[],[],[2],False
155,108,07735328e04b35c2cef9bdebc211eb2a4e8b488563bf4ae0f5636c71ca92c66e,UROGIS,3,Pd,4,6c65d128a56882849dc6d6a13f534da1fa27a43782e5b3fc0685562c22a48159,xyz/UROGIS.xyz,93014ce2ce5350f752c9e8f2b656f6a6cf7bc5a2402c2edda4cec730900c29c5,2,[2],[2],[],False
156,109,0775f7b273b561379a9ae6ad174604d06dbc7b9e80dbe382efb3f2941b22c38c,DAFDAS,1,Pt,4,05861b1575d857502f86fc53297f844a0da2431c286f854f7fa31b05ea4b8060,xyz/DAFDAS.xyz,250d61dd517e7f8817e995400a62e03ebf5544b1e35b003649331721735c31eb,2,[2],[2],[],False
157,110,07a00bb99f1e125dd9bf29285b03bcbaf80618339e3db0986e4a7b64ed36b3c4,USESES,1,Rh,4,704bbe4e24948eeebbbefb9f359d2dbed79a8bbc7e0720c663fe5b2c9f53389a,xyz/USESES.xyz,a3f3ebd84788e0d8361dcdd52a22103d508d502651f266577e2bbe2dd00378cf,2,[2],[2],[],False
