refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_SP,S_Td,log_S_SP,log_S_Td,L0_hash,L1_hash,L3_hash
LIKWIM,Cu,+2,d9,,,3.8000,0.0800,0.5798,-1.0969,816647849895,913894002357,719351500421
LIKXAG,Pt,+2,d8,N,2-2,3.3800,0.4300,0.5289,-0.3665,61586840789,412598797687,35105809683
LIKXIN,Zn,+2,d10,,,1.2100,8.3800,0.0828,0.9232,429336168449,717498591499,498474123860
LILBER,Ni,+2,d8,"C,Cl",1-1,11.9600,24.0700,1.0777,1.3815,839910169133,490513678406,766646475583
LILGOD01,Ni,+2,d8,"C,N,O,P",2-1-1,8.4500,2.9700,0.9269,0.4728,531292918444,204735096810,275153204192
LILMAX,Au,,,"C,Cl,P",1-1-1-1,8.4700,3.0600,0.9279,0.4857,200901966330,273001585833,548947556326
LILMEB,Au,,,"C,Cl,P",1-1-1-1,9.2800,3.0600,0.9675,0.4857,526318241229,479428952164,77703425986
LILMOI,Zn,+2,d10,,,2.7600,0.1300,0.4409,-0.8861,25897820958,200544446766,635416357775
LILMOI01,Zn,+2,d10,,,2.7000,0.1300,0.4314,-0.8861,335879062796,200544446766,635416357775
LILNOM,Fe,+2,d6,"C,N,P",3-1,3.0500,0.2000,0.4843,-0.6990,616720626269,417791924390,32555447867
LILNUS,Fe,+2,d6,"C,N,P",3-1,3.0200,0.1700,0.4800,-0.7696,585143316124,696231338,304850953746
LILPIH,Ru,+2,d6,,,3.8000,0.2100,0.5798,-0.6778,600080904528,1449591973,161745293458
LILRON,Pd,+2,d8,"Cl,N",1-1-1-1,3.0100,0.1600,0.4786,-0.7959,702025319243,877271112498,626621979709
LILRUU,Fe,+2,d6,,,2.5500,0.0100,0.4065,-2.0000,416215778349,906118158736,856133042805
LILSEF,Ni,+2,d8,"C,N,O,P",2-1-1,16.7400,14.0600,1.2238,1.1480,348548642516,927313566528,128358983404
LILVOS,Ni,+2,d8,"C,N",2-2,15.1000,10.3400,1.1790,1.0145,421488105992,383352165474,495620209007
LILXAG,Pd,+2,d8,"Br,C",1-1-1-1,3.2200,0.4400,0.5079,-0.3565,936385534165,101232824043,760164168492
LILXEK,Pd,+2,d8,"C,I",1-1-1-1,8.6000,3.2900,0.9345,0.5172,53938527881,332632839671,647873188111
LILXIO,Ni,+2,d8,"C,I",1-1-1-1,3.6000,0.9100,0.5563,-0.0410,727537360156,373354416434,53142527932
LILXOU,Ni,+2,d8,"C,I",1-1-1-1,3.6200,0.9300,0.5587,-0.0315,705644046737,776016335962,563862263066
LILZEM,Pt,+2,d8,"N,P",1-1-1-1,3.0300,0.2000,0.4814,-0.6990,150856561191,385123672443,56719285720
LIMCEQ,Cr,,,"N,O",1-1,3.4200,0.6500,0.5340,-0.1871,131327768396,143572958532,464800111051
LIMKAV,Pt,+2,d8,"Cl,N",2-1-1,8.4600,3.0000,0.9274,0.4771,237195941993,767771076126,531666859929
LIMKID,Pt,+2,d8,"Cl,N",2-1-1,8.4400,2.9800,0.9263,0.4742,542054927436,429080704563,878841952793
LIMLEA,Pt,+2,d8,"Cl,N",2-1-1,8.3600,3.0200,0.9222,0.4800,407332191215,657885904168,610363680928
LIMNEB,Pd,+2,d8,"Cl,N",1-1,3.5200,0.7700,0.5465,-0.1135,484469485514,672446784917,388159871624
LIMRIJ,Pt,+2,d8,N,2-2,7.2000,3.3800,0.8573,0.5289,625878989760,71447266590,472857760886
LIMTEG,Co,+2,d7,,,3.8600,1.1000,0.5866,0.0414,891574337979,426113659697,217869692744
LIMTEJ,Pt,+2,d8,"Cl,N",2-1-1,3.0300,0.2000,0.4814,-0.6990,301688422196,903301534499,481768490431
LIMTUW,Ni,+2,d8,"C,N,P",1-1-1-1,3.0700,0.2400,0.4871,-0.6198,674373826735,435143444975,505798162431
LIMVAE,Pd,+2,d8,"Cl,P",2-1-1,8.2600,2.9500,0.9170,0.4698,31351384963,30309856166,528093115047
LIMVAE01,Pd,+2,d8,"Cl,P",2-1-1,8.6700,2.9300,0.9380,0.4669,379293944990,30309856166,528093115047
LIMVUC,Cu,+2,d9,,,5.7800,1.3200,0.7619,0.1206,887611766687,227034906208,702634731970
LIMVUY,Co,+2,d7,,,3.6000,0.5200,0.5563,-0.2840,787444057107,484657311532,753619638120
LIMXEK,Zn,+2,d10,,,3.2700,0.0200,0.5145,-1.6990,125917062033,359023765990,598498702537
LIMXIO,Pt,+2,d8,"Cl,S",2-1-1,8.6900,2.8800,0.9390,0.4594,710298134682,7836826302,986990513201
LIMYEL,Pd,+2,d8,Cl,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,324383121073,238028779441,878195965841
LIMYEP,Ni,+2,d8,"N,S",2-2,3.1400,0.3000,0.4969,-0.5229,758856981684,54953174574,435129136515
LINBEQ,Co,+2,d7,,,4.1200,0.4700,0.6149,-0.3279,519687508170,176779778018,872678876261
LINCOB,Fe,+2,d6,,,13.1700,9.4900,1.1196,0.9773,401607030097,888859662734,609778112033
LINCUH,Fe,+2,d6,C,2-2,25.2300,11.3600,1.4019,1.0554,180491503671,244028180964,952928569895
LINDAO,Fe,+2,d6,C,2-2,25.2700,11.3800,1.4026,1.0561,208396249592,489151014826,209443794038
LINDIW,Co,+2,d7,C,2-2,10.2500,6.3800,1.0107,0.8048,114464116330,903326693488,241717030373
LINDOC,Co,+2,d7,C,2-2,10.3800,6.4900,1.0162,0.8122,496556263721,903326693488,241717030373
LINFAQ,Fe,+2,d6,C,2-2,11.3900,7.3700,1.0565,0.8675,634748472044,198515128728,456525019093
LINGEV,Pd,+2,d8,"C,I,N,P",2-1-1,8.6100,3.4100,0.9350,0.5328,609047728468,574277193163,614410828067
LINGUL,Pd,+2,d8,"C,I,N,P",2-1-1,9.2600,9.5700,0.9666,0.9809,939767435401,395483886199,328564664367
LINMOL,Pd,+4,d6,"C,S",3-3,11.6100,13.5000,1.0648,1.1303,443391701105,670659335015,463888590564
LINMOL01,Pd,+4,d6,"C,S",3-3,9.6500,10.4700,0.9845,1.0199,825347327306,233955390089,463888590564
LINMOL02,Pd,+4,d6,"C,S",3-3,19.7500,10.4200,1.2956,1.0179,886806765236,455884819515,463888590564
LINMUR,Pd,+4,d6,"C,S",3-3,9.6900,23.0100,0.9863,1.3619,490355316682,690071143179,196347621450
LINMUR01,Pd,+4,d6,"C,S",3-3,9.6600,14.5500,0.9850,1.1629,71213533414,479300939026,196347621450
LINMUR02,Pd,+4,d6,"C,S",3-3,9.6400,15.0600,0.9841,1.1778,139875871982,690071143179,196347621450
LINTUY,Cu,+2,d9,,,5.5100,0.9500,0.7412,-0.0223,181555501265,326891820530,878116874341
LINVAG,Cu,+2,d9,,,2.1900,1.0600,0.3404,0.0253,870995952925,214988980812,910695899695
LINVEK,Cu,+2,d9,,,3.2900,1.0000,0.5172,0.0000,617025369581,475481023514,608404479306
LINVIO,Cu,+2,d9,,,3.2700,0.9900,0.5145,-0.0044,174600044772,81471059929,991669093927
LINVOU,Ag,,,,,6.3900,1.3300,0.8055,0.1239,101065090056,181430490767,566302071075
LINVUA,Zn,+2,d10,,,2.7300,1.5900,0.4362,0.2014,38528725302,276693807918,103359241029
LINXIS,Pt,+2,d8,C,2-1-1,9.6800,3.0200,0.9859,0.4800,254352126708,42110002070,211459418546
LINXOY,Pt,+2,d8,"C,O",2-1-1,9.8200,3.0500,0.9921,0.4843,491336767027,766791442655,749603019500
LINZOZ,Ni,+2,d8,"N,O",2-2,2.9300,0.0500,0.4669,-1.3010,915601675907,764821945828,610958652681
LINZUF,Ni,+2,d8,"N,O",2-2,2.9200,0.0400,0.4654,-1.3979,153041608390,809689890419,192879438453
LIPBAN,Zr,,,,,2.3200,0.1300,0.3655,-0.8861,927567942418,901000460703,920530555315
LIPBAP,Ni,+2,d8,O,2-2,2.9200,0.0400,0.4654,-1.3979,909276922694,702376777629,23818976151
LIPBET,Ni,+2,d8,"N,O",3-1,14.7300,19.3300,1.1682,1.2862,635120968638,460540008540,24880191732
LIPBOE,Co,+2,d7,,,2.1100,0.5300,0.3243,-0.2757,328153484514,490680247943,67308212627
LIPBUK,Zn,+2,d10,,,2.1800,0.5000,0.3385,-0.3010,445882539583,402580129846,607482549222
LIPCOE,Pd,+2,d8,"C,N,O,P",2-2,9.1000,3.0400,0.9590,0.4829,738966896225,315238739856,162620196803
LIPDAP,Pt,+2,d8,"Cl,P",2-1-1,2.9300,0.0500,0.4669,-1.3010,213884066458,776896994476,599809752291
LIPDAQ,Pd,+2,d8,P,2-2,8.7600,5.1100,0.9425,0.7084,776000705578,720530682966,915483294961
LIPDAS,Cu,+2,d9,,,5.1700,2.0500,0.7135,0.3118,866122525137,420349779969,749234756964
LIPDEU,Pt,+2,d8,"Cl,P",2-1-1,7.5000,3.1100,0.8751,0.4928,884483889652,840761264621,182625451835
LIPDEW,Cu,+2,d9,,,6.6400,1.8700,0.8222,0.2718,145279336233,636348428599,307853911469
LIPDIY,Pd,+2,d8,,,12.3300,4.8000,1.0910,0.6812,551616209083,702949665736,553355875716
LIPDOE,Ni,+2,d8,P,2-2,7.7500,4.2300,0.8893,0.6263,237045287968,597533742084,208316597522
LIPDUK,Ni,+2,d8,P,1-1,4.6300,1.7300,0.6656,0.2380,37992058300,493584677756,520346280282
LIPKIH,Pd,+2,d8,"Cl,P",1-1-1-1,2.9100,0.0200,0.4639,-1.6990,880543683260,725774542786,493028199460
LIPKOK,Ta,,,"Cl,N",1-1,8.1500,3.1500,0.9112,0.4983,571974000216,804377035235,538847152035
LIPKON,Pd,+2,d8,"Cl,N",1-1-1-1,3.0200,0.2000,0.4800,-0.6990,510061351210,203288654983,713135681689
LIPSAG,Pd,+2,d8,"Cl,P",1-1-1-1,7.9200,2.9200,0.8987,0.4654,893641804876,113099973761,129221496086
LIPTEM,Cu,+2,d9,"C,S",2-2,9.1100,9.8900,0.9595,0.9952,719566841701,198245605006,560172160690
LIPWOZ,Cu,+2,d9,"C,S",3-3,9.1200,14.6700,0.9600,1.1664,710227867579,266330466114,141012598872
LIPYEP,Co,+2,d7,,,2.9500,0.0800,0.4698,-1.0969,899973263683,726319880012,986485106852
LIPZEQ,Cd,,,,,1.5400,0.2300,0.1875,-0.6383,533941317118,335564035123,256403908043
LIPZOZ,Cr,,,,,7.8700,11.3500,0.8960,1.0550,340370988789,101040905764,814059943443
LIQBAO,Cr,,,,,3.3600,6.5200,0.5263,0.8142,244795896678,869714935725,620462804813
LIQFAW,Zn,+2,d10,C,1-1,15.7700,21.9700,1.1978,1.3418,47899342126,186553594052,877946773410
LIQNAC,Pd,+2,d8,"C,Cl,N,P",2-1-1,3.2800,0.5000,0.5159,-0.3010,1799800980,34581233140,147165907219
LIQNEG,Pd,+2,d8,"C,Cl,N",2-1-1,8.9900,3.0900,0.9538,0.4900,906971400621,621631411162,725119870859
LIQNIK,Pd,+2,d8,"C,N,P",3-1,8.9900,3.1500,0.9538,0.4983,821394397856,244413928250,3021234057
LIQPIO,Hg,,,,,3.8600,0.0800,0.5866,-1.0969,492217411771,981727284247,205863923061
LIQPOQ,Cu,+2,d9,N,1-1-1-1,2.9000,0.0200,0.4624,-1.6990,385060617494,760955115317,844548229374
LIQPOU,Hg,,,,,2.2300,0.3100,0.3483,-0.5086,92780170404,859251831888,899490379941
LIQVAJ,Pd,+2,d8,N,2-1-1,7.7100,3.0400,0.8871,0.4829,72138961024,727399630406,310988454562
LIQVUD,Pd,+2,d8,"Cl,N",1-1-1-1,3.0500,0.2200,0.4843,-0.6576,811912223431,599721940545,840043884683
LIQYOA,Ti,,,,,14.4500,18.6900,1.1599,1.2716,872942759346,767966673727,278277300309
LIQZIX,Cu,+2,d9,,,8.9000,2.7800,0.9494,0.4440,688132058594,904352918411,909169749524
LIRFOJ,Ni,+2,d8,N,4,8.4300,2.8700,0.9258,0.4579,610796382342,543004344443,666179427125
LIRGEA,Ni,+2,d8,N,4,2.8700,0.0000,0.4579,-3.0000,378605405197,903173080609,688458658836
LIRHAZ,Zn,+2,d10,,,5.9800,6.3500,0.7767,0.8028,353416643209,931533768232,775251176668
LIRHIH,Zn,+2,d10,,,2.5300,0.2700,0.4031,-0.5686,763214749834,145622651054,577705334329
LIRJEF,Co,+2,d7,,,2.4100,0.6700,0.3820,-0.1739,932738388414,508726407907,258465761281
LIRLII,Pt,+2,d8,"Cl,P",1-1-1-1,8.1100,2.9000,0.9090,0.4624,837231777917,220476633008,574665246713
LIRQEI,Ni,+2,d8,"N,S",4,11.9200,16.4700,1.0763,1.2167,335233249263,652460116914,463252884765
LIRQIM,Ni,+2,d8,"N,S",4,18.1900,19.4700,1.2598,1.2894,450438705557,334422676085,597032771197
LIRZOD,Pt,+2,d8,"P,S",1-1-1-1,2.8900,0.0100,0.4609,-2.0000,707407592073,340338040958,450324933223
LIRZUJ,Pt,+2,d8,"P,S",1-1-1-1,2.9200,0.0400,0.4654,-1.3979,336093170023,526647637060,17474274229
LISBAS,Pd,+2,d8,"P,S",1-1-1-1,2.9200,0.0400,0.4654,-1.3979,295333210218,636954159891,630546096968
LISBEW,Pt,+2,d8,"P,S",1-1-1-1,2.9200,0.0400,0.4654,-1.3979,644277418437,170904054777,953942617093
LISCAR,Pd,+2,d8,"Cl,P",2-1-1,8.0600,2.9300,0.9063,0.4669,682720737056,440897983354,732861831606
LISCEV,Pd,+2,d8,"O,P",3-1,7.9000,2.7300,0.8976,0.4362,542735613327,223350407954,404481563149
LISKAA,Ag,,,,,5.5400,2.8800,0.7435,0.4594,323561894863,998591185544,833965336154
LISNEH,Pt,+2,d8,"C,P",2-1-1,8.7600,3.0000,0.9425,0.4771,40096235732,444318271348,894813391652
LISNIL,Pt,+2,d8,"C,P",2-1-1,2.9700,0.1100,0.4728,-0.9586,728782368147,822727133697,183835354339
LISQAG,Pt,+2,d8,"C,I,P",2-1-1,8.5700,3.1500,0.9330,0.4983,153594460383,132515712910,791997795288
LISQEK,Pt,+2,d8,"C,I,P",2-1-1,8.1600,3.1900,0.9117,0.5038,602732392480,884544571656,211693092065
LISQUA,Pt,+2,d8,"C,Cl,S",1-1-1-1,8.4000,2.9300,0.9243,0.4669,753144151262,914166564397,107706646215
LISRAH,Pt,+2,d8,"C,Cl,S",1-1-1-1,8.3600,2.9200,0.9222,0.4654,853291091599,90798364905,554111510498
LISVAO,Pd,+2,d8,"Cl,N,S",2-1-1,8.7200,2.9600,0.9405,0.4713,256515831235,656313270548,175912791966
LISVIW,Pd,+2,d8,"Cl,N,S",2-1-1,8.7400,3.0000,0.9415,0.4771,201531770525,857712693498,775706551749
LISVOC,Pd,+2,d8,"Cl,N,S",2-1-1,8.7900,3.0000,0.9440,0.4771,158999215655,11258223619,849252003771
LISVUI,Pd,+2,d8,"Cl,N,S",2-1-1,8.8700,3.0300,0.9479,0.4814,707294420996,327453313112,907901338297
LISWAP,Pd,+2,d8,"Cl,N,S",2-1-1,8.8000,3.0100,0.9445,0.4786,237906458186,150094319897,659895208807
LISWET,Pd,+2,d8,"Cl,N,S",2-1-1,8.9700,3.0600,0.9528,0.4857,538645767030,741449721256,605991647440
LISWIT,Co,+3,d6,"N,O",4,12.1700,23.0400,1.0853,1.3625,613792028678,658548535480,373690294719
LISYAP,Zn,+2,d10,,,4.2700,1.4600,0.6304,0.1644,426403117855,478521612809,68847474686
LISZAP,Zn,+2,d10,,,3.9100,0.5200,0.5922,-0.2840,547734888172,501073456472,56508243728
LITBIC,Zn,+2,d10,,,2.2500,0.7400,0.3522,-0.1308,272253661407,508913087649,566318811774
LITDIB,Pt,+2,d8,"Cl,P",1-1-1-1,2.9000,0.0100,0.4624,-2.0000,480067088458,41759952613,644922666546
LITFAV,Pt,+2,d8,"Cl,O,S",2-1-1,3.0400,0.1800,0.4829,-0.7447,287828501499,245035735164,987152318320
LITFEZ,Pt,+2,d8,"O,S",2-2,9.5900,3.0800,0.9818,0.4886,516602463694,356618723176,399123768488
LITJAC,Hg,,,,,7.3600,1.6600,0.8669,0.2201,422887951869,956234941222,992647548394
LITJEG,Hg,,,,,6.3700,1.7600,0.8041,0.2455,776375663020,687616303699,753868450018
LITJIL,Pd,+2,d8,N,2-2,2.8900,0.0100,0.4609,-2.0000,169362378662,680229061634,986378850772
LITJOQ,Hg,,,,,3.7200,1.8300,0.5705,0.2625,762783030525,771702822798,871323514136
LITJOR,Pd,+2,d8,N,2-2,2.8900,0.0100,0.4609,-2.0000,169362378662,680229061634,986378850772
LITJUW,Hg,,,,,4.3900,1.7000,0.6425,0.2304,522267991109,805106632941,312042710313
LITKAD,Hg,,,,,5.8500,2.0000,0.7672,0.3010,715641393510,140710105018,637004473076
LITKEH,Hg,,,,,6.3100,1.7500,0.8000,0.2430,615521699130,889865764507,715036229588
LITKIM,Pd,+2,d8,N,2-2,2.9000,0.0200,0.4624,-1.6990,979666788541,96121440508,152061135067
LITKOS,Pd,+2,d8,N,2-2,2.9100,0.0200,0.4639,-1.6990,367259481166,96121440508,152061135067
LITMIN,Co,+2,d7,,,2.7700,0.0800,0.4425,-1.0969,608603166520,160714135214,293564619877
LITMOT,Co,+2,d7,,,3.2600,0.0800,0.5132,-1.0969,296913978259,429094378333,864254059809
LITNIL,Zn,+2,d10,,,2.6700,0.1200,0.4265,-0.9208,37938683977,940588915186,583175062226
LITNOR01,Co,+2,d7,,,3.0100,0.1100,0.4786,-0.9586,411541763917,610349730604,989903100811
LITWUJ,Pt,+2,d8,"Cl,P",2-1-1,8.1200,2.9100,0.9096,0.4639,894910569272,173239818573,121042842457
LITXAQ,Pt,+2,d8,"C,Cl",1-1,9.1500,3.1200,0.9614,0.4942,1731208867,822278570731,720393304742
LITXOE,Pt,+2,d8,"C,Cl",1-1,9.1100,3.1300,0.9595,0.4955,107722857092,678654728639,381041342597
LITXUJ,Pd,+2,d8,"C,Cl,P",1-1-1-1,8.2900,3.0000,0.9186,0.4771,153003420339,822676520950,887895006818
LITYEU,Pd,+2,d8,"C,Cl,N",1-1-1-1,3.0600,0.2300,0.4857,-0.6383,300086581575,995828973165,493301671348
LITYOE,Pd,+2,d8,"C,Cl,P",2-1-1,3.1700,0.4600,0.5011,-0.3372,634836091000,122631777147,413017382141
LITZAR,Pd,+2,d8,"C,N,O",2-1-1,8.1800,2.9500,0.9128,0.4698,626953040111,773297259606,238923171455
LITZEW,Zn,+2,d10,,,5.3600,1.0700,0.7292,0.0294,768676462536,306798627723,574702171786
LIVBEA,Pd,+2,d8,"C,I,N",1-1-1-1,3.4800,0.7700,0.5416,-0.1135,224264989076,550690644477,255297898139
LIVBIE,Pd,+2,d8,"C,I,N",1-1-1-1,3.4600,0.7400,0.5391,-0.1308,331422255767,187509147067,911006272903
LIVBOH,Cu,+2,d9,N,2-2,8.3300,14.8000,0.9206,1.1703,188618006187,603063773791,55407788719
LIVBOK,Pd,+2,d8,"C,I,N",1-1-1-1,3.4300,0.7500,0.5353,-0.1249,774725040506,230678764235,506523318102
LIVCAX,Pd,+2,d8,"C,I,N",1-1-1-1,9.0300,3.4200,0.9557,0.5340,417786205361,819537768211,48491060629
LIVCEB,Pd,+2,d8,"C,I,N",1-1-1-1,3.4300,0.7900,0.5353,-0.1024,214320620056,284040085125,558030129310
LIVCEY,Hg,,,Cl,1-1,6.0300,3.1700,0.7803,0.5011,840221470588,811279160839,547317700870
LIVCOL,Pd,+2,d8,"C,I,N",1-1-1-1,3.4800,0.7800,0.5416,-0.1079,869196581923,928670209958,797168496229
LIVDEB,Pt,+2,d8,"C,N,P",2-2,8.0300,2.9900,0.9047,0.4757,424027361944,588426667101,666395148580
LIVDUQ,Pd,+2,d8,"N,O",2-2,3.1300,0.2200,0.4955,-0.6576,580197949446,363743981942,947737718120
LIVFIG,Pt,+2,d8,"C,Cl",1-1-1-1,8.8800,3.1100,0.9484,0.4928,131387896337,160962019011,681743404176
LIVFUS,Pt,+2,d8,"C,Cl,S",1-1-1-1,2.9900,0.1400,0.4757,-0.8539,648555755942,927058911631,637300329009
LIVGED,Pt,+2,d8,Cl,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,398473008373,446299100142,170002826236
LIVJUZ,Pd,+2,d8,"Cl,N",2-1-1,9.5900,3.2200,0.9818,0.5079,55736525076,112869901144,371655477045
LIVKIO,Pd,+2,d8,"Cl,N",2-1-1,9.6900,3.2700,0.9863,0.5145,900536063746,598118389608,668052219991
LIVKOS,Hg,,,,,4.6600,1.1200,0.6684,0.0492,351939322416,415756113673,668665257426
LIVLIM,Mo,,,,,2.7800,0.0000,0.4440,-3.0000,916121314080,155942953651,375999564258
LIVLOS,Mo,,,,,2.9500,0.0000,0.4698,-3.0000,889142460434,155942953651,375999564258
LIVLUY,Mo,,,,,2.8900,0.0000,0.4609,-3.0000,964896878338,155942953651,375999564258
LIVNAG,Zn,+2,d10,,,5.9800,5.2400,0.7767,0.7193,27759933231,552140164027,766118255018
LIVTES,Ag,,,,,5.2100,3.7900,0.7168,0.5786,191358976533,606722709747,205181704200
LIVTES01,Ag,,,,,14.9800,12.7500,1.1755,1.1055,972697784403,72351896790,269823703950
LIVTOC,Pd,+2,d8,"N,S",2-2,3.3000,0.4100,0.5185,-0.3872,494711326721,52571261686,263812759505
LIVVAQ,Pd,+2,d8,"N,S",2-2,11.8500,10.4100,1.0737,1.0175,932960246428,616772594010,635135896295
LIVVUH,Zn,+2,d10,,,11.8700,16.6500,1.0745,1.2214,539157488770,488209167082,761741890923
LIVYOE,Zn,+2,d10,,,4.1200,0.6000,0.6149,-0.2218,112802722862,329334211538,714457154043
LIWCED,Cr,,,"C,F",1-1-1-1,3.0400,0.2100,0.4829,-0.6778,644477392695,275217540615,364862496774
LIWGIK,Ni,+2,d8,"N,P",2-2,4.5600,6.1000,0.6590,0.7853,682479862756,359361798377,567188355942
LIWLUA,Ni,+2,d8,,,2.0500,0.9100,0.3118,-0.0410,550151780846,157274370654,320292174384
LIWMAH,Ni,+2,d8,,,4.6200,2.0800,0.6646,0.3181,706772560512,955840274795,320292174384
LIWMOV,Ni,+2,d8,,,4.6000,1.4500,0.6628,0.1614,673520421372,435607937309,752843205505
LIWNOV,Pt,+2,d8,"C,N,O",2-2,3.0000,0.1200,0.4771,-0.9208,12067061774,403304826950,690931585763
LIWPOW,Pd,+4,d6,"C,N,O",3-3,9.0500,12.5600,0.9566,1.0990,199180583199,967689634414,770561577374
LIWTIX,Ni,+2,d8,,,3.3100,0.3000,0.5198,-0.5229,572187788285,223458620540,973132677850
LIWVAR,Ni,+2,d8,,,3.2200,0.1800,0.5079,-0.7447,276132311309,934680836303,470781339139
LIWXIC,Cu,+2,d9,"Cl,N,O",3-1,5.0400,1.7200,0.7024,0.2355,405308565244,354586876166,214004901386
LIXBAW,Zn,+2,d10,,,1.8500,0.2000,0.2672,-0.6990,753084837940,491153049593,304340846046
LIXKOU,Pd,+2,d8,"C,N,O",2-2,7.3100,3.2700,0.8639,0.5145,713777215253,932278274159,629511707887
LIXKUA,Pd,+2,d8,"C,N,O",2-2,7.3700,3.1400,0.8675,0.4969,678377425621,932278274159,629511707887
LIXLEL,Pd,+2,d8,"C,N",2-1-1,7.5700,3.1200,0.8791,0.4942,287319091030,828300975672,204172147807
LIXMAH,Ti,,,,,2.7300,0.0700,0.4362,-1.1549,354998218300,796390953793,470900762701
LIXQIS,Pt,+2,d8,"I,P",2-1-1,8.6400,3.0100,0.9365,0.4786,814306312321,999312548398,339840113229
LIXSIU,Co,+2,d7,,,3.1600,0.0900,0.4997,-1.0458,870743400132,555232015924,388339589868
LIXSIU01,Co,+2,d7,,,3.0500,0.0700,0.4843,-1.1549,197677085906,555232015924,388339589868
LIXTOB,Pt,+2,d8,"Cl,N",1-1-1-1,8.3500,3.0100,0.9217,0.4786,848204277523,986349152581,412534862094
LIXVET,Cu,+2,d9,"N,O",2-2,2.8800,0.0000,0.4594,-3.0000,281633859681,220793606610,816968963311
LIXVOD,Cu,+2,d9,"N,O",2-2,2.8800,0.0000,0.4594,-3.0000,144254885285,555173005835,224555358344
LIXVUJ,Cu,+2,d9,"N,O",2-2,2.8900,0.0100,0.4609,-2.0000,477709239531,17147762770,245070397027
LIXWAQ,Cu,+2,d9,"N,O",2-2,2.8800,0.0000,0.4594,-3.0000,474603712645,995512231117,21360161774
LIXWUM,Cd,,,,,3.5200,0.0400,0.5465,-1.3979,505038608214,480891102715,817397147755
LIXXEY,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.5800,3.0600,0.9335,0.4857,564218585710,782398414287,487710088086
LIXYAW,Pd,+2,d8,"Cl,N",2-1-1,7.9600,3.1600,0.9009,0.4997,734844818856,771004086335,436637450231
LIYDUV,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.6800,3.0300,0.9385,0.4814,486471801479,573814143802,915968359960
LIYFAD,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.5000,3.0200,0.9294,0.4800,595079427576,554991974958,260437462173
LIYFEG,Zn,+2,d10,,,2.8100,1.2500,0.4487,0.0969,728428177417,442485982374,1277273719
LIYFEG01,Zn,+2,d10,,,2.7900,1.2300,0.4456,0.0899,221994929463,442485982374,1277273719
LIYFIK,Re,,,,,2.8400,0.0100,0.4533,-2.0000,987004671206,4501564118,861277701263
LIYFUV,Pt,+2,d8,"As,Cl",1-1-1-1,2.9500,0.0900,0.4698,-1.0458,47184225855,888580779374,695428965338
LIYGAC,Pd,+2,d8,"As,Cl",1-1-1-1,2.9200,0.0500,0.4654,-1.3010,567489659677,348325873202,459537517302
LIYGEG,Pt,+2,d8,"As,Cl",1-1-1-1,8.1700,2.9300,0.9122,0.4669,308591917410,582910702299,242312943528
LIYGIK,Pd,+2,d8,"As,Cl",1-1-1-1,8.0000,2.9400,0.9031,0.4683,483196263460,758429192376,474353669043
LIYGOQ,Pt,+2,d8,"As,O",2-2,8.0600,3.2400,0.9063,0.5105,413399366377,795005008483,410314975183
LIYLIO,Co,+2,d7,O,2-2,2.9300,0.0400,0.4669,-1.3979,375741351606,317418571128,73037519237
LIYMAJ,Pt,+2,d8,"C,Cl,N,S",2-1-1,3.2200,0.3900,0.5079,-0.4089,543450076785,467833169607,786809156392
LIYNEM,Au,,,,,6.5900,1.5200,0.8189,0.1818,654984420340,900950377731,182692244012
LIYNIQ,Cu,+2,d9,"N,O",1-1-1-1,2.8900,0.0100,0.4609,-2.0000,218235674631,144132229961,223128831426
LIYRET,Pt,+2,d8,"Cl,N",1-1,3.4900,0.7400,0.5428,-0.1308,318407499561,875910483823,648128760825
LIYTAQ,Pt,+2,d8,"C,Cl,N,S",2-1-1,3.1500,0.3100,0.4983,-0.5086,57782672745,467833169607,786809156392
LIYWIA,Pd,+2,d8,"C,Cl,N",3-1,9.3300,3.2900,0.9699,0.5172,676707140571,984491124410,908681545904
LIYWUM,Pd,+2,d8,"C,N,O",3-1,3.0300,0.1800,0.4814,-0.7447,337430198895,168168810308,128391273082
LIYXAT,Pd,+2,d8,"Cl,N,S",2-1-1,8.8300,3.0000,0.9460,0.4771,946883663932,108104224711,978677559824
LIYXEY,Ni,+2,d8,"C,N",1-1,11.1500,23.4700,1.0473,1.3705,190998374342,389653257338,248080242137
LIYXUO,Ni,+2,d8,,,13.7800,16.2000,1.1392,1.2095,37168630782,182245777181,140432623480
LIYYEA,Pd,+2,d8,"C,Cl,N,S",3-1,9.2800,3.0400,0.9675,0.4829,390047260633,638992971268,792119974810
LIYYOK,Pd,+2,d8,"C,Cl,S,Se",3-1,3.0400,0.2100,0.4829,-0.6778,667741454021,26692392682,892575921181
LIYYUQ,Pd,+2,d8,"Br,C,S",3-1,8.4800,3.0100,0.9284,0.4786,594588511693,695198212165,752200022678
LIYZAX,Pd,+2,d8,"C,Cl,S",3-1,8.3000,2.9800,0.9191,0.4742,429595627420,958732815974,708473604580
