selection_order,gate_member,stratum_selection_rank,mol_id,fold,metal,cn,graph_sha256,canonical_smiles,source_member,source_payload_bytes,source_payload_sha256,n_atoms,selection_score_sha256,ligand_payloads_json,ligand_payload_provenance_json,connectivity_status_json
34,True,5,EQUVUJ,1,Ir,6,e93cf59cf2e95531d90f9228dbb430d1621f6c5a8971fcb43219d4e632db6db0,c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-c5oc6ccccc6n->35)(<-n3ccccc3-c3cc[nH]n->43)<-n3c(-c2c1)oc1ccccc13,xyz/EQUVUJ.xyz,2280,642460f22123f9f9572b228aae78b586217c547af04f2e95a34b97284b7ba0ff,65,5dc739851d0cdf0c8f89a65a510b7cfa339d0169ec7151a8923e0d4aaa58214b,"[""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3O2)C([H])C([H])C1[H]"",""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3O2)C([H])C([H])C1[H]"",""[H]C1NC(C2NN([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
35,True,6,EFOXEF,1,Zn,5,4690fcafcbcf45ea2566ee6ff099ad20b0f3f36cdca1075bc16a64018a850153,N#CC1=C(C#N)N2=Cc3ccc(O)cc3[O-]->[Zn+2]<-23(<-[O-]c2cc(O)ccc2C=N->31)<-n1ccc(-c2ccncc2)cc1,xyz/EFOXEF.xyz,2000,1ab866c52802b4342a0b65a95891b8ccd27397ea667ae085de77ec1bbdf9fefd,57,5e143461c3a6826ede4234a8d63172ab1682e1ac0fd749d7dc71af89b65e108a,"[""[H]OC1C([H])C([H])C(C([H])NC(CN)C(CN)NC([H])C2C([H])C([H])C(O[H])C([H])C2O)C(O)C1[H]"",""[H]C1NC([H])C([H])C(C2C([H])C([H])NC([H])C2[H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
36,True,1,INUDAW,2,Pt,4,8b69c2cfa63e348fd2617ceeb827c86f76092f59146098265552620ec2b8d160,[Cl-]->[Pt+2]1(<-[Cl-])<-N2=c3ccc4ccccc4c3=NN(c3ccccc3)C2c2ccccc2P->1(c1ccccc1)c1ccccc1,xyz/INUDAW.xyz,2387,2290c4c6982c9455a64c01fbcb4191ba51b740f4c8149a06479ad1dee19e8e5d,68,5f01144bb48745d24df5ab6e49af0cbdb4778b3ced09eb801d15002cb409b25e,"[""[H]C1CC(C2([H])NC3C([H])C([H])C4C([H])C([H])C([H])C([H])C4C3NN2C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
37,True,4,WIHYAQ,3,Pd,4,65197545edb3b9e4a8d97370b2b5fb2049616f7f9746f1228e01ce1816dd7f88,[Cl-]->[Pd+2]1(<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2cccc3c2-c2c-3cccc2P->1(c1ccccc1)c1ccccc1,xyz/WIHYAQ.xyz,2352,d0536f5947c34ee1430e0771ab2854af516f07c7323f7ddfde8862c2a0aae350,67,5f2200a897b9d81bb621da5706e1efc8b1d74f4cd1dc1be0377feb7bbaf8f46a,"[""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
38,True,2,FONPUT,3,Fe,5,427cce59855e8971dcaa710ea7c6e5bb7f3a5cd2a219d04843988661f00b0adf,[O+]#[C-]->[Fe]1(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,xyz/FONPUT.xyz,2070,8a328ba142a2dcb6b1d8f3c6bf5516c16ff464ed26acf42bc31511d8bbe303a9,59,628d0f5980b4007f651d82f20c822eca18d79b6f15b688823082aaf785b2cb4a,"[""CO"",""CO"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
39,True,6,HOBNIX,1,Pd,4,5bcb3f91b24937734b5f9e5f4b5939fdc02ec968a6fa6255b3d0f197200d08d9,[Cl-]->[Pd+2]12<-[O-]c3ccc(Br)cc3C=N->1c1ccccc1S->2Cc1ccccc1,xyz/HOBNIX.xyz,1442,b6a17ec090256a2610407df1edcf868a4d5d2760cef3f8991e5aa1953e491014,41,63e0f205446b0fcab401fe8a4bb7334eeee72395767ff58f1df03312e77cbcaa,"[""[H]C1CC([H])C(C([H])NC2C([H])C([H])C([H])C([H])C2S)C(O)C1[H]"",""Cl""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
40,True,4,BEBXIQ,4,Ir,4,ea01f9d722a99ed641c77a67af187620aceffa9df34d8bb2d276bce6c83a4457,[O+]#[C-]->[Ir+]1(<-[C-]#[O+])<-n2cccn2Cn2cccn->12,xyz/BEBXIQ.xyz,845,3d7b82db34520c1cc0eadfb24bdf514ef551a5f454d8d7e510253d04deaddcd0,24,64dbefbdde1376d9fc2e9cfb4e2e48c4ba101aa8657d70776ac77c70ea2705c8,"[""[H]C1NN(C([H])([H])N2NC([H])C([H])C2[H])C([H])C1[H]"",""CO"",""CO""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
41,True,3,QAXBOG,4,Rh,6,f1f81d0798335966f4af4cbe587ca516e0b935a7d9ea5c06395a44bd1e9c10ab,[Cl-]->[Rh+7]12(<-[Cl-])(<-[N-](N=c3cccc[n-]->13)c1ccccc1)<-[N-](N=c1cccc[n-]->21)c1ccccc1,xyz/QAXBOG.xyz,1722,bbe0638d465b79a4d1ebed0d06c1ebfe37b61d57067546eed8f11f2520598ae6,49,6bd1aea34f4fea4812e20d4d89e720acf2a6879c6239bc61d56f0fb95dded7c4,"[""[H]C1NC(NNC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(NNC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
42,True,2,DEPMUJ,4,Fe,6,2792bac75fdc6168909b32843f996b14da3a0121dcaf5647e91e9222e0ef8200,FC(F)(F)C1=CC(=O->[Fe+2]23(<-O=C(C=C([O-]->2)C(F)(F)F)C(F)(F)F)(<-O=C(C=C([O-]->3)C(F)(F)F)C(F)(F)F)<-[O-]1)C(F)(F)F,xyz/DEPMUJ.xyz,1510,667a4cdd37e4794116d17be96bec15795dd0b5d2a7209459a37e2e2d28b76289,43,6c2038cc8ba5d753721bbc00510a6f2d2647f7c54014935ae8c6486274d9b1a9,"[""[H]C(C(O)C(F)(F)F)C(O)C(F)(F)F"",""[H]C(C(O)C(F)(F)F)C(O)C(F)(F)F"",""[H]C(C(O)C(F)(F)F)C(O)C(F)(F)F""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
43,True,6,VODHUS,4,Ir,6,35e7eef300bd3f0f44779e353469bdb42476bd0fd4f3026840bb0c7cb1274ae6,Fc1cc(F)c2-c3ccccn3->[Ir+3]34(<-[c-]2c1)(<-[c-]1cc(F)cc(F)c1-c1ccccn->31)<-n1ccccc1-n1cccn->41,xyz/VODHUS.xyz,2070,affe27b68c35e78fecc6cc80dbf0c7f339380270d90599880c25e347935b83fb,59,6f8107203d9b4c070a869668b0b0b74d4bfc995e387a51867b1e1654f76df76c,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1NC(N2NC([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
44,True,3,JUKNOS,2,Fe,6,9cead4be794bbcd60f8352b2d9f36983c08853e6660948eeab5c737fbc51b91e,CP1(C)CCP(C)(C)->[Fe+2]<-12(<-[Br-])(<-[Br-])<-P(C)(C)CCP->2(C)C,xyz/JUKNOS.xyz,1792,c42cc883aabc33ec50ac30b46996436847d0248399b24672fdc669ca9e544d44,51,75824d1f88da001c6cc9154d482763a0af6282013828f3f099476d9a983e14e7,"[""P"",""P"",""P"",""P"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
45,True,2,QAVNUY,1,Pt,4,d10c463d5bcb1378556f7d6f098f6cbe523b736924175a1c74d424cc8e0aa934,c1ccn(->[Pt+2]2(<-[c-]3ccsc3-c3ccccn->23)<-n2ccccc2-c2cccs2)cc1,xyz/QAVNUY.xyz,1650,5b4c0b6a6036bba7c4598dec57923f14b7ff75d119605cf4fbe4267250da33c9,47,760a513def16b2714664b9c8a48fa500584c8cce9b1c4f8e74af72433ef2a5c0,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])SC1[H]"",""[H]C1NC(C2SC([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
46,True,2,ZAHVEN,2,Pt,6,f9695011f1098052bba79eef39a3ec2bb23c00cc35b38a2604a23c75e1be530c,CCS(=O)(CC)->[Pt+4](<-[Br-])(<-[Br-])(<-[Br-])(<-[Br-])<-[Br-],xyz/ZAHVEN.xyz,780,ca1ac8848134465c08a526f7b4bff73817534a42e78be3ac4c7507398b1c216c,22,78bec74cc9c90a6b8a3690449de71af7f92118dfb1786146809b3ae1685c3a0e,"[""OS"",""Br"",""Br"",""Br"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
47,True,4,HIJSOI,3,Zn,5,32edf17b08a31d9eef89bda16b5c6105e782f674bc32006066bb4377157890d3,O=CC1=CC=CC2=C[O-]->[Zn+4](<-[Cl-])(<-[Cl-])<-[N-]12,xyz/HIJSOI.xyz,637,e5b1643c7fd3c70f010f04c84473ba9042255d6483a9b1f078f3591cc2ef274b,18,7a3de5e8eb8cbaf82f79bcdd80210d42441e4bcf6f54c0204db42c04f9a5ee89,"[""[H]C(O)C1NC(C([H])O)C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
48,True,6,XEZWIM,3,Fe,5,9a1fae8c915fe8b5e089b50704aad24b20c8ae340a1ad3ab419cb97c13440a98,CC(C)P1(c2ccccc2P2(C)c3ccccc3P(C(C)C)(C(C)C)->[FeH+]<-2<-1(<-[C-]#[O+])<-[S-]C=S)C(C)C,xyz/XEZWIM.xyz,2630,e999255c536b9844c1a366c38b59566b4f0f683077a6919ca6a8a30e3e8f14ec,75,7d3cf024df0e1d1e4cba4b30d97f2e0dae39805205e8f88c24ad747d85acbcbc,"[""CO"",""P"",""P"",""P"",""[H]C(S)S""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
49,True,3,QEFBAG,3,Zn,5,e92e7169d640970343349573b9ca762a9d0480f9e22688b796d47d5ac0885c30,[Br-]->[Zn+2]12(<-[Br-])<-n3ccccc3-c3cc(-c4ccccc4)cc(-c4ccccn->14)n->23,xyz/QEFBAG.xyz,1477,9aec343be0c118645e13335ea8b8652c9e7aa83954fa7fa2c6b401ffea5deb25,42,7e3cbe78eaef1eae5ac716bc0f028d45e4b4994de02be873a869666ace392975,"[""[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])C([H])C([H])C3[H])C2[H])C([H])C([H])C1[H]"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
50,True,7,MOSROE,0,Pt,4,a4ecccd1c892452e180d49f4647f62201f2f09c951b404e98d63a22b92ca7c3b,O=Cc1c2ccccc2c(C=N2Nc3ncccn3->[Pt+2]<-2(<-[Cl-])<-[Cl-])c2ccccc12,xyz/MOSROE.xyz,1477,9558605d45175ba939f3f8be321829bfad1270cf83b112a923438edaa89ab43a,42,7e5cc19ee3a6a96a4b1db3dadc55f6b24151176fd70a9ba1b5ba2d2a3e1cff2b,"[""[H]C(O)C1C2C([H])C([H])C([H])C([H])C2C(C([H])NN([H])C2NC([H])C([H])C([H])N2)C2C([H])C([H])C([H])C([H])C12"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
51,True,4,REDKUI,0,Pd,4,b1a5b209db19462896923c3c4637c40cbd0c96f44d709bee0d3782d40388bab1,[Cl-]->[Pd+2]1(<-[Cl-])<-P(CN(CP->1(c1ccccc1)c1ccccc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1,xyz/REDKUI.xyz,2353,d5ec9aad5fdfe669e4eb957ccabc1a6e19b79d548ac97f6b6cf5cbe0c873a48b,67,80d2f64ce4fd5abb50bddec49468659156b6c9d7b92b227c58d02f45f8cc3ab3,"[""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
52,True,7,BOZWIZ,4,Pd,4,e48a02fc16bf388b55496a0c6b9d8a8c6e8b648e42446249a96b85468a1bd048,COc1cc[c-](->[Pd+2]2(<-[O-]C(=O)C(F)(F)F)<-n3ccccc3C#Cc3ccccc3C#Cc3ccccn->23)cc1,xyz/BOZWIZ.xyz,2000,4c583d6e82eeee4734d63fef9236da20794278bf12d7bfc36d79bf7cdaf2e9ba,57,82254e9cffc98a6690a47e55afa0d57b2e2e0fc96dab7862daa5c00e99cf74d6,"[""[H]C1NC(CCC2C([H])C([H])C([H])C([H])C2CCC2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC([H])C([H])C(OC([H])([H])[H])C1[H]"",""OC(O)C(F)(F)F""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
53,True,4,DOQGUN,4,Zn,6,a16ccf9a5ccb9efc240538b4088a86ad82b48f9cf7411e4aa975370b78f25dad,FC(F)(F)C1=CC(=N2c3cccc4cccn(->[Zn+2]<-256(<-[O-]1)<-[O-]C(=CC(=N->5c1cccc2cccn->6c12)C(F)(F)F)C(F)(F)F)c34)C(F)(F)F,xyz/DOQGUN.xyz,2140,46d32781e811f8c25860974536fd35861e6c641a698ea04f45c526df038952ed,61,84e6aea429d42a28820fd173348b6ad9d1a4ec1a1208218b8770a757fa2310aa,"[""[H]C1NC2C(NC(C([H])C(O)C(F)(F)F)C(F)(F)F)C([H])C([H])C([H])C2C([H])C1[H]"",""[H]C1NC2C(NC(C([H])C(O)C(F)(F)F)C(F)(F)F)C([H])C([H])C([H])C2C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
54,True,3,IPONUW,3,Pt,4,a7546164161afd835e15e728be1743a882fd5fd6ff2328f1d70b8ca3c9c7aa9f,[Cl-]->[Pt+2]1(<-[Cl-])<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1Oc1ccccc1,xyz/IPONUW.xyz,2142,a88551718eb6ab9b517672067777b09340e857d2ab6131a3933ebcf71117377b,61,87782681a0e1225ff878f4dbf10eda8cd89eaea513e3530a965cfba70b29aa1b,"[""[H]C1CC(C([H])NC2C([H])C([H])C([H])C([H])C2OC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
55,True,4,REWCUT,2,Zn,5,b2be0a0eb13874a130139f1a40d647bc978bf728f64020ea0b7960793b2e2630,C1c2cccc(-c3ccccc3)c2[O-]->[Zn+2]23(<-[O-]c4c(C=N->2c2ccccc2N->3=1)cccc4-c1ccccc1)<-n1ccccc1,xyz/REWCUT.xyz,2455,fb6cda008bed0b94f20102be2cac2b04b52daf7fdd7899d53b67262e005feef0,70,8aa3b82867caf7b2890b086a9e93ffbe1e33504007f31405e2bf64cd6eedc2c0,"[""[H]C(NC1C([H])C([H])C([H])C([H])C1NC([H])C1C([H])C([H])C([H])C(C2C([H])C([H])C([H])C([H])C2[H])C1O)C1C([H])C([H])C([H])C(C2C([H])C([H])C([H])C([H])C2[H])C1O"",""[H]C1NC([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
56,True,2,SOMFIL,0,Fe,5,87e8bc83114210614db54ed617f7a4c39abae695102b1a3cb66257c9c590ce38,COC(=O)CN1CP(c2ccccc2)(c2ccccc2)->[Fe]2(<-[C-]#[O+])(<-S=C3C=CC=CC3=S->2)<-P(C1)(c1ccccc1)c1ccccc1,xyz/SOMFIL.xyz,2735,7f1af3a3fd879a6264ae08603ccd5df1659e3d6338f503c97c39985b07d16527,78,8f095f733acb6a27bf105ea4e83f566f742b1aaffe5b9caa585c8a0628851a6b,"[""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
57,True,3,EGUZAJ,1,Cu,4,c69422dd2de1c5f0b4db49a0eb2ce3e9db25a575c5deb0638350ac14e80973a0,CCOP(=O)(OCC)c1ccn2->[Cu+](<-[Br-])(<-n3cccc4ccc1c2c43)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,xyz/EGUZAJ.xyz,2631,4ce15819535f1f3ee9626478aa4aa2808ebdb10f0d1a166dcafe885822f7a8b3,75,90b600adcd174cfcc77a35cdbe73bdf3175dcc9a6a61fb5900aa6395a0b678cc,"[""[H]C1CC2C([H])C([H])C3C([H])C([H])C([H])NC3C2NC1[H]"",""P"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
58,True,6,DIDCUP,2,Ir,6,fec6b8b2912437defbda3249c0e79d5fc6569cb0a6888332277f1f0ffedf6a9e,CCOP1(OCC)=S->[Ir+3]23(<-[S-]1)(<-[c-]1cc(F)ccc1-c1oc(-c4ccc(F)cc4)nn->21)<-[c-]1cc(F)ccc1-c1oc(-c2ccc(F)cc2)nn->31,xyz/DIDCUP.xyz,2525,07e00b0aaed69a40811b71ecf2495cdcf66e4cf3702df790fbcf965f49a173e2,72,959bba898249780db87280fd9020d723a8b75744d75ed20acd0200a3e7b8c4a1,"[""[H]C1CC(C2NNC(C3C([H])C([H])C(F)C([H])C3[H])O2)C([H])C([H])C1F"",""[H]C1CC(C2NNC(C3C([H])C([H])C(F)C([H])C3[H])O2)C([H])C([H])C1F"",""S"",""S""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
59,True,7,DAQYAX,1,Ir,6,13e616d38a3199d8cdbe960cc9766d56fc0d88472d0ddca0e90ba8c7be7ca834,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Ir+3]<-123(<-[Cl-])<-[CH-](Nc1ccccn->21)c1ccccc1P->3(c1ccccc1)c1ccccc1,xyz/DAQYAX.xyz,2946,804b10420c83d34b06939dd18422f0340460511e7578c40fd1a51bcd6f2767da,84,95f74a43e5973fa0a40a7401d0f02ca0c673a883835a079071763acb79747473,"[""[H]C1CC(C([H])N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(CO)C([H])C([H])C1[H]"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
60,True,4,MICWEE,0,Zn,5,7c86f0d59c3d1bd2a654323e71f3021de90cc5887fadc6f7cd545b6ee8f3a2d5,FC(F)CO1Cc2cccc3CO(CC(F)F)->[Zn+2]<-1(<-[Cl-])(<-[Cl-])<-n23,xyz/MICWEE.xyz,1197,1f5dd8d07494640ce87b77972c923c772b38fb54ee7f3407f322bccfeef664fd,34,9c63a57ec2d378c3e6fc27b3e596c5791969273526372a81f70aa403dcc184d6,"[""[H]C1C([H])C(C([H])([H])OC([H])([H])C([H])(F)F)NC(C([H])([H])OC([H])([H])C([H])(F)F)C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
61,True,1,BOYKAD,0,Fe,6,c286a48990e5e6b2f65c1ff4ee0474d607b816f86c2e14fb563e60269bd92bd2,[O+]#[C-]->[Fe+2]1234<-[S-]c5ccccc5S->1Cc1cc(Cl)cc(CS->2c2ccccc2[S-]->3)n->41,xyz/BOYKAD.xyz,1476,b06d25043386f69b0de9f807de6773acd3ef8f8120687313b843aa2eddd43be3,42,9d436ade40bc7f9083372b986e2b349f20c1890e7103ed8feb2f0b102baebb6d,"[""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""CO"",""[H]C([H])C1NC(C([H])[H])C([H])C(Cl)C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
62,True,2,UZOSUZ,2,Fe,5,a77d1afd92b101283f5415dca79e74ac1bf8aef5d9bb45a2b8d4a4cb1fded078,CP(C)(C)->[FeH+](<-[c-]1c(F)c(F)c(F)c(F)c1F)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,xyz/UZOSUZ.xyz,2280,87ee6614e5a64784c72b88a5f4702a4419b0bae4bd189ff63392a07f55e18499,65,a1995660c2706cec4ba418e75a7f4dab137c79a8d2599a97f8723315d8722445,"[""FC1CC(F)C(F)C(F)C1F"",""P"",""P"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
63,True,1,TOQXEE,1,Fe,5,73e3b445304dfebd775d36168cbd5032d7f9c88de0ee0d2133a60da92a7e8304,CC(C)P1(Nc2cccc3NP(C(C)C)(C(C)C)->[FeH+]<-1(<-[Br-])(<-[C-]#[O+])<-n23)C(C)C,xyz/TOQXEE.xyz,2106,21dc7709390e178fa06bada6dda5fdab9e7087cdd5ba8d0bdcc55b91e35f7331,60,a385fa085844bc5c81cf994c7fa2f7e53998872255e4a25c6269535a75d03d22,"[""[H]C1C([H])C(N([H])P)NC(N([H])P)C1[H]"",""CO"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
64,True,7,UFAQAT,2,Zn,5,9823e4be0b54e4be0a81e61206abe1b40853435212655702cebe7dedcc67856f,O=C([O-]->[Zn+2](<-[O-]C(=O)c1c(Cl)cccc1Cl)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1c(Cl)cccc1Cl,xyz/UFAQAT.xyz,2179,979d13ed4197a0e907a6fcbb1c6bb0d036bb80a425bec58a8c2e3d1528f6c098,62,a5066df96cc37e6559f0fc8fe341b2e41cef0c53eafcba2fabeda39493031974,"[""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""[H]C1C([H])C(Cl)C(C(O)O)C(Cl)C1[H]"",""[H]C1C([H])C(Cl)C(C(O)O)C(Cl)C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
65,True,4,PICPEW,1,Cr,6,b96e0a240cbf965dc63248c1690efec228344fe825ebe6ecb98d8551eecd459c,CN(C)CCCNCC1P(c2ccccc2)(c2ccccc2)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P1(c1ccccc1)c1ccccc1,xyz/PICPEW.xyz,2805,cfa7a48e264cb15f096d8839dfbc06a0bd2e84c50938c4d690c8901f4fe6b2a3,80,a54afed37e598daf83edfe34ce6c6f235a261eb6b2cbcb2de0c95ca753bc9c67,"[""CO"",""CO"",""CO"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
66,True,6,NUCMEE,4,Ir,4,8259198b2f91b8ac6f0ef8335513d0815b1ba5ffb3dbd2875084392c9eff6d19,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Ir+]<-1(<-[c-]1ccccc1)<-n23)C(C)(C)C,xyz/NUCMEE.xyz,2700,1bd4f724b8efa0fc36761fd8313daefad1d47d672544f826b462eafaddf7c32d,77,a55ccfc789d078949e37c90e931e2dcc9ed9e0cc97053d1dafb1add2c36c4085,"[""[H]C1C(OP)NC(OP)C([H])C1[H]"",""[H]C1CC([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
